"slopes","inflection_points"
0.0341249471723331,42.0730494491272
0.038467598326209,44.3084356739433
0.0266215476259482,41.175662904314
0.032160314854929,40.1164226146208
0.0320592859306623,43.1513210164189
0.0284298671547633,40.5059208070144
0.0269784588678117,47.7276919115769
0.0261763669937061,41.0345374368018
0.0323178144897334,40.6554593609494
0.00724864514744843,65.7085424736804
0.0073065240387801,34.7840720689387
0.0215694210523496,41.8697408246992
0.0273344795830194,39.7476145957494
0.0169461533626216,47.2937750938037
0.0245068894550197,45.630940273636
-0.0014172375621738,19.4714196407255
-0.00824716883596716,39.9929145922497
0.0281047035267831,51.610338787729
0.0256836811583688,43.8214697853434
0.0177597932225149,40.7449861106294
0.0238580362015506,38.0985085114827
0.00517223798810746,89.568911120315
0.0324362158356143,39.327562175148
0.0131041196176383,48.1222572055071
-0.00232683755348801,44.4129339472646
0.00944115331524497,24.682427412923
0.00603492726885092,59.9326325946441
0.034158918413302,41.502359516513
0.00844340307148717,46.40247288896
0.0130251422136588,52.5278434695729
0.0270356172260313,38.8260584273616
0.0214003161524962,40.7765576683441
-0.00148090030645676,41.1884252205255
0.0219187008358577,39.6249752340506
0.0276872896833731,38.6006513075453
0.0328085179471714,40.6098127633585
-0.00356339917764147,63.5102991387529
0.00626763113997374,80.4195011804482
0.0118115447793495,43.2757556054274
0.0307417093388291,44.069763632503
0.0198994763624775,36.4295515561416
0.016873550240111,46.2569765468972
0.0333612753282996,41.5366804366747
0.0331292871375135,40.9901204103543
0.0145183062726732,29.0752323556417
0.0322727209860636,43.714669872821
-0.00167687883601606,28.5376656568499
0.0239146838758592,37.284258993253
