"slopes","inflection_points"
0.0306389024149659,41.9597889079793
0.0321668746313637,44.1811160667523
0.0214812967401256,40.453090806478
0.0267418271309611,38.4982648509893
0.0268476664599355,41.9609848805988
0.0242578418253911,39.6258818082269
0.0210391105277625,47.5737542269488
0.0204550788842565,38.1667767235995
0.0270975233404252,40.3226413936488
0.00573127772703516,66.1175621489732
0.00596439748091164,35.8051751366975
0.0174210561077128,40.215246610457
0.0227195277694091,39.2685779763811
0.0142369946657549,47.5448392714395
0.0212644315976645,45.4633231092499
-0.00096004653811597,22.0179829262306
-0.00753008392991234,44.270440916726
0.0225075043294284,51.0114540875813
0.021154614600997,42.3820850864371
0.0151943007920874,41.3613492294309
0.0192735086301078,36.2650089030638
0.00289847987019779,100.87997843599
0.0279483431699729,38.6376919077388
0.00910461292739911,44.9496837321011
-0.00249215500152647,46.268675549335
0.00808600404573608,27.4602595446514
0.00283433724214335,53.2237640022568
0.0280075753560955,40.3386984221751
0.00669134069181574,44.3240767839295
0.0106543097352137,52.4316816372367
0.0223472065906664,36.3692300158236
0.0172377804503303,39.072487170954
-0.000311610591872596,303.038247620779
0.0185333187767062,39.0543058063315
0.0232154651319623,38.7166960609526
0.026842730455819,38.9773771305226
-0.00366707328456206,59.4333488453114
0.00467901525994946,82.1891477919618
0.0103308788449929,45.7823825013271
0.0271281552178712,43.0518958293787
0.016156803505291,36.3120688530967
0.0133679892318425,45.6989118233852
0.0288552311876155,40.9530562784322
0.0287180069958197,41.1935953486384
0.0126413488136301,31.0575660352647
0.0271497583343786,43.2811334712546
-0.00257391491123713,19.3248857709424
0.0207975136446271,36.5054748480489
