"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.50079564318584,0.50077956145242,0.669699793715405,0.266268179900246,0.227602635342742,0.165946474919637,0.183131738494876,0.736112342431352,0.486322318847793,0.194877601914794,0.49936568414795,0.499381736281779,0.543029260117289,0.198816948411329,0.200527217662662,0.457367162759683,0.275050619259945,0.251326196053577,0.557040202698164,0.778457071087832,0.410521569077195,0.285184127095971,0.173784181577054,0.172948665948049,0.437309962450293,0.193735296474852,0.502779884578824,0.310756755660193,0.24018931975356,0.236519128921832,0.286740583565219,0.256884386015935,0.422394398714811,0.336433358033152,0.512145799851527,0.345780913230393,0.30500587381933,0.439194585169184,0.404175804129723,0.385145371273126,0.351373479512865,0.404565668719441,0.506662146351655,0.400265888536175,0.494372808238657,0.457168365265753,0.502537385206661,0.440467353716875,0.471895088899483,0.494060089197064,0.501845069562406,0.517156399578256,0.542216969170256,0.543230955188758,0.522055301240433,0.532578020234316,0.499546580487278,0.655426930297895,0.484096493131703,0.499623713754561,0.608636355352395,0.76478268760929,0.462779060835575,0.846551980008499,0.458053940056881,0.466229089228801,0.48035802444489,0.777144891810307,0.536572045430088,0.702231188677996,0.605999362935744,0.855328294766385,0.835069482024675,0.498975922427785,0.893956167390322,0.995259096774592,0.9879584669482,0.796620882451173,0.944092387246164,0.473493096462097,0.916446430735445,0.963735907256156,0.49913780276143,0.956993780270959,0.993658257455647,0.838312583758321,0.989112426236312,0.81869210208635,0.830742164146282,0.997700834857749,0.535853210780677,0.695059175667918,0.978570166889212,0.709719828444624,0.999440185930841,0.999898371696953,0.982454594941991,0.984628254881918,0.989003007439193,0.45803228556335
0.499172713744508,0.499189420623568,0.307949558642209,0.525779158615116,0.462467924174758,0.167341475595492,0.11641151709904,0.205463857971291,0.10030447239647,0.0914208797365934,0.500660588847341,0.499356502991235,0.499373212584885,0.195857040165105,0.262811757910896,0.6218775686133,0.448920096202031,0.275520846663811,0.167515677520281,0.154386144109081,0.105621230277694,0.420263742188681,0.273542991970608,0.262315931267074,0.512782841900674,0.283393967090967,0.131507073716766,0.271780457698425,0.483141130384323,0.46371219473223,0.307377719500841,0.226131575208733,0.363695359564417,0.248510061196783,0.598612595998149,0.262404699704453,0.309070544349192,0.470640607196589,0.371639411644191,0.500115201842092,0.454677179847431,0.288063639113397,0.506292079129452,0.511277121247332,0.434483751181431,0.499175931785159,0.400483819045997,0.466285143093648,0.484351734361759,0.486979609842476,0.506795436090774,0.542498858240844,0.527523244793714,0.549975925072264,0.525743501835695,0.563923655904969,0.597906008345297,0.679226891376588,0.619964853922535,0.5829687110829,0.667061999938214,0.698606278840281,0.631104039611305,0.6317844288033,0.720197927463133,0.627035127216182,0.5712209680879,0.57858387053869,0.782683728818854,0.833858039354522,0.720282867629016,0.717437621419079,0.437380188643875,0.966124358802455,0.917972565085541,0.974222545175267,0.86787532650915,0.989545970543745,0.908058780321375,0.949195580756679,0.876148340107606,0.98976327551882,0.621379885235527,0.841027762473263,0.933258294672821,0.657899465946955,0.945524344814011,0.856013908008714,0.866100818388042,0.4994526265986,0.847126949185166,0.995512120215569,0.996282370333437,0.707134555717489,0.999771031153085,0.379823918096977,0.928004906007533,0.780267227087223,0.323548808237852,0.667363023135657
0.500739275271543,0.500724338283127,0.408515021769771,0.568244822534396,0.180964650797975,0.956074989015455,0.116659315073059,0.484783331693672,0.348059633083424,0.449387223498123,0.499410229357593,0.500574973221139,0.748133027973156,0.249565908245675,0.16415610146136,0.424309532085701,0.347124863265945,0.572309027580838,0.28586419483755,0.250115743456629,0.0970613882297011,0.219711377465043,0.163316533872933,0.329777761455052,0.474378636404794,0.335244924314592,0.361144198723039,0.341487104885301,0.311416620912714,0.293974569332583,0.487239906428444,0.53161470137934,0.478867993572726,0.259159265252999,0.700603065883664,0.483022910912417,0.403506716129341,0.618453312882598,0.48688103170287,0.578222215161157,0.46527359378501,0.342505858536728,0.425303865322948,0.354524378763224,0.454995831183202,0.446618100627482,0.457627970216607,0.478146948149282,0.493199221788123,0.495506311171284,0.508087760217005,0.513986904455618,0.533485804540849,0.53170548034531,0.572093839213767,0.423170985767611,0.52521969209076,0.600595216489762,0.509506487732046,0.613332040060879,0.507684010707272,0.656634267663432,0.550038154037377,0.684200183410253,0.699548593584677,0.837810207941227,0.699483440497818,0.566954487610655,0.884811210848811,0.754597311833301,0.535299877286826,0.657801260129618,0.838080967990913,0.673318034309841,0.862359152086067,0.243608220690161,0.836310804993665,0.83825622047419,0.604733388547565,0.806394507058636,0.968872956957617,0.904460983304795,0.788760205665989,0.733840293867487,0.660906019591738,0.771568342346151,0.642261760982286,0.911899598730504,0.921496797683117,0.661691763943236,0.99401368110483,0.546376409194019,0.653701511205787,0.70494358361435,0.45793215574251,0.978504466856148,0.87623415366885,0.99362857359641,0.552693421438741,0.385789529676601
0.499261390687538,0.499276304793964,0.348173072373054,0.353533152289985,0.640218936535275,0.244782769746485,0.22377037369922,0.44362379652404,0.199465220227669,0.406639469651048,0.500589922569128,0.500574982061973,0.22533845434567,0.337971398911054,0.324759651416888,0.330924501182187,0.55373543820732,0.220988279493818,0.431671682670646,0.304891264292643,0.357774806548042,0.848628894229596,0.337076197322952,0.373043611140451,0.236759493993981,0.322162633759392,0.668744250760993,0.253184947652987,0.541479955440067,0.532318357013584,0.747229726809986,0.439581199005983,0.203195851213209,0.561288627063814,0.428060081009562,0.383140385925897,0.372958493036373,0.468171081140947,0.522721068955673,0.50223441991911,0.497151120508859,0.415608423160765,0.482186939979556,0.439868005011963,0.459400143685408,0.473516920236095,0.49041443603317,0.496064425406392,0.479505687058112,0.499419006927405,0.516010843738419,0.517711003530487,0.506102058246002,0.463878557593766,0.499084298596744,0.650041156559317,0.584854222797787,0.592040332322554,0.484177740914129,0.542714705370387,0.521149770853234,0.596865035416344,0.615767150884217,0.745172333097249,0.541352452987027,0.664220809924853,0.660100599671699,0.534734262748428,0.932282091848836,0.530174274258353,0.495146849394841,0.603578441695778,0.818365399422143,0.987316945333954,0.730855276792391,0.990048732860145,0.982362626280507,0.545742932200693,0.754211246643711,0.626253700185041,0.548585621976483,0.821797237512772,0.579851916647316,0.990423698458379,0.890079736772457,0.855578038888326,0.978635048898384,0.997778566243907,0.651032738160222,0.505136315817596,0.878310071894682,0.499432695726483,0.909310233289882,0.916316542758166,0.999336055837326,0.698711869698567,0.92982981528755,0.868870501972933,0.99955509742531,0.986577897499697
0.500796688372942,0.500780587930164,0.459877769525496,0.624763300584866,0.818002575976399,0.382118321537772,0.218084136223837,0.291011003242033,0.105280621089121,0.601032731111935,0.499364675716454,0.499380755290367,0.152339839099079,0.189194063854846,0.194977070614452,0.803719848402524,0.2661157962269,0.71394596164671,0.141932362451006,0.465015858973482,0.276360907475719,0.456945316560466,0.404921178146128,0.406859611668258,0.160005122978341,0.261409004441721,0.310203962391465,0.243464139629415,0.182073169307886,0.34146394654805,0.507230304152853,0.283292070577071,0.456180772068111,0.207018373524636,0.212797157913565,0.319682588564611,0.500853848495971,0.273004955129707,0.448193073397923,0.374542789080658,0.541783029426923,0.325543158740579,0.442257681334583,0.462211374805714,0.506997041815056,0.494749491524009,0.422770871108785,0.463531523796724,0.469628624557552,0.503622097313258,0.500963257403892,0.492684544932952,0.494639623438158,0.499925520227144,0.557888570287833,0.556889798643935,0.563080926440478,0.580884627628372,0.63159664030711,0.543466382782264,0.523391721161294,0.647041501501297,0.601040291078904,0.540034007600273,0.546185515811025,0.865100601842521,0.633452792278864,0.77573290626227,0.574834275450266,0.540114626442045,0.822286104156505,0.787347449195143,0.496286249900335,0.607696483207795,0.703430517168387,0.736603186326386,0.989855647747617,0.978853460977872,0.976006309480359,0.885169005978424,0.957452136395963,0.979451593733721,0.524831636616166,0.757312010471468,0.579503721506368,0.921225897128777,0.885816782756963,0.547155157314603,0.899678136320733,0.907650483401156,0.568249380057312,0.175303164595683,0.997189627821891,0.686953221420663,0.962208369268416,0.966960175410874,0.913690064919087,0.709224343176342,0.999812233714817,0.978574200257967
0.499176349046625,0.50080781390806,0.777555242857696,0.570843221353055,0.498150232818957,0.51769391872925,0.188120111168445,0.645847588818647,0.245860312846882,0.165908535490546,0.500657850482795,0.499359310867771,0.296379300483928,0.211630212601902,0.234929138441088,0.48105175082643,0.582771858522226,0.995489930989095,0.304286701858281,0.499094792062384,0.314579159052314,0.155061015260446,0.328448152247008,0.401638893914777,0.307067949013577,0.49381740882413,0.202849998056362,0.282770159838775,0.329498873945162,0.43442712097513,0.412225501496041,0.25924912505213,0.216282631317682,0.517986824737673,0.500074400608963,0.327128323731685,0.312853061815871,0.466169242181134,0.457057653828179,0.390971913261479,0.388175048136981,0.394848334984685,0.501510832857671,0.4148820545692,0.490613948192148,0.486277067893269,0.484796174472404,0.49703463327045,0.477751978771208,0.493047985402061,0.505310105895299,0.522427679745299,0.500308734001116,0.532547356238098,0.518926569531956,0.604554093227751,0.616481785395851,0.599290374344129,0.474547123653305,0.606610072802831,0.603907572151141,0.626237200483845,0.62956040976473,0.892737868028335,0.488293479479036,0.672958901644287,0.501613944334651,0.773928676151456,0.42356544013896,0.683695881765112,0.696074414403463,0.869983204348635,0.705497555006068,0.895554440621753,0.531349672881119,0.483357990376832,0.850379905714929,0.485313301687117,0.48755553337856,0.641392976978782,0.996269349432933,0.505321220970339,0.448242838475781,0.830020161457645,0.862910604770454,0.995492314672462,0.825730990933116,0.702702060006908,0.958168839515002,0.468034830646887,0.993026348542922,0.794513407980521,0.899550484980518,0.994451079068031,0.551503162523447,0.999543320097815,0.917990120291456,0.987402009190199,0.944669021450904,0.999691003498509
0.499258148853274,0.49927313497772,0.239486932467028,0.191994789320484,0.170592521252129,0.182103091321938,0.116353314688593,0.313971025356438,0.451748620945968,0.247275799408868,0.500592036435247,0.499422997982099,0.258462521964457,0.459095381374234,0.206435338896582,0.320006737373946,0.324795650494141,0.527724541748338,0.602835385266787,0.420170163448819,0.418544549620565,0.266494347224392,0.108018802933914,0.495656472675156,0.264406564639728,0.161351466854864,0.277418443272415,0.472138340391586,0.499735155260312,0.422771661467516,0.24941927709182,0.660140565579193,0.35275762176215,0.538905788599289,0.705145769638793,0.564584196274226,0.485664688201882,0.381470982415308,0.461623085678772,0.426967859158644,0.424298980286056,0.436737448536,0.447614544049501,0.557300255584213,0.491540822187705,0.500363804607219,0.544208820077641,0.465311695327516,0.499613892943221,0.496209499402016,0.503914499732394,0.512294847886272,0.532278584676464,0.465348066264848,0.571227715493247,0.538256186590838,0.493432184427511,0.654419209269775,0.680560813019128,0.416035691593406,0.630458665257897,0.638969686051009,0.541733710075265,0.454918618544036,0.615945072700593,0.552838963775102,0.499700159652476,0.502306005188503,0.651496258459822,0.724965158462261,0.76999657959766,0.602539219448213,0.741410485244627,0.775787253907734,0.686540984348676,0.619320820485166,0.581830298062219,0.478985955933064,0.56342682893081,0.433712026999799,0.969656430339873,0.83918509705836,0.519239859290871,0.740195707295738,0.728820702123138,0.496832923447965,0.618375108669668,0.727631701923584,0.885498541509061,0.639264961734478,0.981103351390405,0.79713928264034,0.379050683456471,0.461991380127119,0.771568473515033,0.889383896977501,0.992914968826157,0.544499598730501,0.651386313201713,0.571907970805367
0.499259967908013,0.500725594532636,0.919487901488225,0.616775633656005,0.39528401478943,0.406661831766369,0.910993604373025,0.176054802401491,0.303433545216389,0.152728138360712,0.500590909930223,0.500575946047022,0.500560982378446,0.437015815462029,0.338266586806547,0.195381533057652,0.320244123377973,0.410009102457577,0.474064021159367,0.390574950664002,0.952897045368818,0.246559912209249,0.685685549844672,0.231791842727547,0.151449885567647,0.468883163110072,0.446324698721674,0.392895015658615,0.349556710219951,0.275009600340293,0.356278367449211,0.375028667187266,0.234296304593566,0.28125561751303,0.444210432657179,0.384656162414062,0.372705631792949,0.628510794981393,0.360222332452097,0.451617523607186,0.321184173676094,0.442360239950258,0.47350632358252,0.487351043627663,0.419380646269182,0.516791648647182,0.421907926847514,0.446757262280999,0.51301710093074,0.488351922921165,0.499559903410585,0.521926419572705,0.53012154050462,0.537061223441639,0.557616158443237,0.513010205255613,0.562873891757082,0.721554738361576,0.59495547565731,0.658117332697485,0.500476942285923,0.482122156846946,0.530925580386811,0.596452892344914,0.475188910350517,0.616523443280589,0.675533973394026,0.664998559827348,0.899816924088161,0.904641143918773,0.808685282968911,0.831365182690652,0.825606672770005,0.479567716974231,0.981928948173862,0.626506141132143,0.474936095201044,0.875653483543751,0.501354154218061,0.620741707155175,0.474657116262359,0.548037130355426,0.499995397260345,0.957490672009125,0.597256063846305,0.817311155699508,0.500076823890457,0.976518741795668,0.516433636313011,0.954613909360197,0.666832354763449,0.954957530198386,0.925426764777586,0.571444620732645,0.677182033500216,0.9454610290792,0.998610620163138,0.863894560924036,0.915424465465435,0.902436646128639
0.500739092923451,0.499276572473638,0.448384261564938,0.250440899997816,0.183340201408737,0.252865303578289,0.366471561689673,0.336477319414805,0.659345079835636,0.55251268159001,0.500589720364847,0.499425673158048,0.366140885080952,0.493142597651462,0.479579907493483,0.699895851065973,0.199750066755991,0.253413735687443,0.2715753705793,0.310390187659021,0.269322275624942,0.859369205537516,0.592482062535645,0.174454904926613,0.454809498457933,0.324434914747599,0.293083770669603,0.209615052533239,0.263110336240099,0.338867035913089,0.340616495421342,0.393915711732467,0.309478649673928,0.629681305542679,0.493359578304854,0.429557104473232,0.264575014851649,0.390994633027587,0.396216045669863,0.381458388924837,0.400134126786247,0.358978780386203,0.392890969206894,0.473895370364288,0.407802441330178,0.460289558118532,0.4890466215346,0.457279899927295,0.468001975382533,0.487659030921851,0.50211450298851,0.499921567577005,0.495807725288599,0.500463005728517,0.570004628325035,0.655165840403146,0.569197693288665,0.506602660436853,0.585253561407942,0.501561693246014,0.661295988099365,0.460278720767525,0.53763317500976,0.479695666819756,0.79705909190219,0.559553920246588,0.870504531140085,0.735058511571782,0.88540646151185,0.412630450423487,0.823124989951589,0.504609884395768,0.947550348171153,0.864713810571717,0.595739654008998,0.981370752148035,0.849611585089776,0.544540487316348,0.546639399176875,0.751883485371307,0.99073266911237,0.498561605415948,0.790807312593829,0.993423430294428,0.466559520228746,0.927857690609582,0.846304821807638,0.9883595926398,0.906096130029077,0.910843316776469,0.703352513325161,0.88898341223445,0.684936023646405,0.999612314050853,0.903230693930269,0.910891364399132,0.704716783893793,0.9803276872632,0.88214211158508,0.70631363088025
0.499301999224194,0.49931610474295,0.19028070146963,0.439067648249316,0.548962710269516,0.112456591902046,0.531822060972002,0.621072701351985,0.202891715244226,0.107062672738453,0.50055666271547,0.499457149769456,0.500528484299761,0.499485356555647,0.499499459671084,0.54835954249686,0.49757971015465,0.246319194155218,0.532340915574092,0.462534988592899,0.6529937212324,0.501812848405205,0.493386866316133,0.130784749172018,0.256724117735016,0.488733230115956,0.202858669548068,0.55250525444204,0.450911607275314,0.358884134345896,0.501990240546764,0.350204362591037,0.286558263299412,0.359529182889966,0.789343173454896,0.498822120698979,0.511754293969744,0.713331233667922,0.32784062347019,0.335593434841021,0.499631057002867,0.540561061243669,0.370879318449299,0.530385520491976,0.466984821620825,0.461966469112412,0.501624032243681,0.499826895719077,0.487632745117079,0.49740874170598,0.509076532406913,0.469632137694329,0.526652497327442,0.503652254144099,0.482236447721408,0.568383027871152,0.498955396403838,0.532444294207834,0.520012378317308,0.640087505251205,0.652787951011902,0.421542092695443,0.582825216795222,0.493826709691762,0.485697589430696,0.500285213155216,0.624389941039421,0.491890594282233,0.641327671795794,0.502429826677175,0.329034037239288,0.515766295837846,0.799850325841572,0.678513967790068,0.46616882402509,0.447830602683018,0.296589185393457,0.349088300034607,0.479738951495714,0.441212548101774,0.583657727003224,0.288169302486666,0.500520163725363,0.724920301680485,0.6638557284682,0.482961994562313,0.585111670237565,0.219701165825667,0.499449240656144,0.876166762539553,0.110966569573958,0.888573079165954,0.608932577445818,0.892560812328501,0.777033191931976,0.137839725858726,0.533332321184821,0.0892583781812261,0.403576630534047,0.532717616481816
