subj,likert_location1,likert_location2,likert_location3,likert_location4,likert_location5,likert_location6,likert_location7,likert_location8,likert_location9,likert_location10,likert_location11,likert_location12,regress_location_value1,regress_location_value2,value_rating1,value_rating2,value_rating3,value_rating4,value_rating5,value_rating6,value_rating7,value_rating8,value_rating9,value_rating10,value_rating11,value_rating12,value_rating13,value_rating14,value_rating15,value_rating16,value_rating17,value_rating18,value_rating19,value_rating20,value_rating21,value_rating22,value_rating23,value_rating24,inference_rating1,inference_rating2
101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102,0.600260416666667,0.414388020833333,0.705403645833333,0.853190104166667,0.444986979166667,0.535807291666667,0.938151041666667,1,0.578776041666667,0.40625,0.702799479166667,0.3623046875,0.454879004105252,0.00269825509722812,3.70074341541719e-15,4.23177083333334,2.79947916666667,43.84765625,47.265625,43.2942708333333,90.2994791666667,43.3919270833333,70.3125,17.1549479166667,13.76953125,16.6015625,44.0755208333333,43.6848958333333,50,3.515625,2.37630208333334,17.1549479166667,1.26953125,16.2434895833333,9.53776041666667,50,98.828125,42.6106770833333,31.93359375,28.5319010416667
103,0.691731770833333,0.375651041666667,0.330078125,0.614908854166667,0.33984375,0.8974609375,0.638020833333333,0.515625,0.677734375,0.4580078125,1,0.417643229166667,0.309500317002734,0.00511795125051952,3.70074341541719e-15,3.90625,12.98828125,14.3880208333333,14.16015625,42.7734375,90.0390625,33.8541666666667,70.3125,12.7604166666667,1.07421875,16.9596354166667,50,12.7278645833333,17.1223958333333,3.70074341541719e-15,1.72526041666667,33.9192708333333,4.00390625,17.0572916666667,17.2200520833333,49.9674479166667,99.1536458333333,17.48046875,15.5598958333333,21.923828125
104,0.8173828125,0.732747395833333,0.818033854166667,0.949869791666667,0.8681640625,0.889322916666667,0.880533854166667,0.804036458333333,0.927734375,0.8271484375,0.98828125,0.775716145833333,0.775878384206048,0.00132570707393977,6.86848958333334,15.8528645833333,17.2200520833333,20.4752604166667,44.1731770833333,23.73046875,90.4947916666667,50.29296875,69.921875,12.9557291666667,11.0677083333333,20.1171875,43.8151041666667,16.6015625,50,4.32942708333334,8.07291666666667,17.1875,4.23177083333334,15.8854166666667,13.5416666666667,50.0325520833333,98.73046875,24.90234375,32.1451822916667,17.3990885416667
105,0.0452473958333334,3.70074341541719e-17,0.110677083333333,0.499674479166667,0.500651041666667,0.784830729166667,0.8623046875,0.847981770833333,0.5341796875,1,1,3.70074341541719e-17,-0.00960988051559512,0.00920761993879122,0.976562500000004,13.8346354166667,13.671875,17.1875,40.91796875,42.1223958333333,90.1692708333333,41.7643229166667,70.1497395833333,40.7877604166667,0.84635416666667,17.96875,50.0651041666667,17.3828125,43.06640625,17.5455729166667,3.54817708333334,42.7083333333333,3.70074341541719e-15,3.80859375,1.49739583333334,3.70074341541719e-15,98.73046875,15.5598958333333,29.443359375,21.484375
106,1,0.922526041666667,0.767252604166667,0.44921875,0.206380208333333,0.5830078125,0.715169270833333,0.645833333333333,1,1,0.65625,0.6025390625,0.598920395461307,0.00187978715236216,12.7278645833333,4.1015625,3.67838541666667,14.1927083333333,33.8541666666667,34.0169270833333,90.234375,54.19921875,70.2473958333333,17.6432291666667,10.0260416666667,20.703125,50,14.2578125,53.8736979166667,10.8072916666667,16.89453125,4.16666666666667,1.04166666666667,13.76953125,10.44921875,49.9674479166667,99.2513020833333,33.984375,27.2786458333333,22.021484375
107,0.9287109375,0.685221354166667,0.872721354166667,0.5146484375,0.506510416666667,0.1591796875,1,0.665364583333333,0.539388020833333,3.70074341541719e-17,0.499348958333333,0.685221354166667,0.546288737710359,0.00062400615364616,3.70074341541719e-15,4.23177083333334,42.6432291666667,31.8033854166667,75.0651041666667,70.3776041666667,90.33203125,39.7786458333333,40.2994791666667,8.72395833333334,1.85546875,9.66796875,50.0651041666667,16.3736979166667,42.67578125,26.4322916666667,1.92057291666667,9.9609375,3.515625,9.765625,16.015625,47.1354166666667,99.3489583333333,64.6484375,42.3665364583333,36.1165364583333
108,0.158854166666667,0.3828125,0.634114583333333,1,1,1,1,0.349934895833333,1,0.622721354166667,1,3.70074341541719e-17,0.507992579237394,0.00276672293066814,3.54817708333334,9.92838541666667,16.5690104166667,17.7734375,42.5130208333333,42.8059895833333,90.1692708333333,47.6888020833333,70.3776041666667,40.2669270833333,10.3190104166667,17.0572916666667,42.96875,21.875,21.0286458333333,4.06901041666667,3.84114583333334,16.5690104166667,0.716145833333337,40.4296875,17.7408854166667,17.8059895833333,98.6979166666667,47.1028645833333,29.78515625,26.5625
109,0.636393229166667,0.494466145833333,3.70074341541719e-17,0.345052083333333,0.290364583333333,0.9052734375,0.422526041666667,0.364908854166667,0.1796875,0.600260416666667,0.845052083333333,0.55859375,0.438683079112018,0.000658277818334222,8.52864583333334,29.1341145833333,13.18359375,1.10677083333334,2.05078125,42.8059895833333,14.55078125,56.1197916666667,23.7955729166667,50.2604166666667,10.83984375,21.5494791666667,50,21.484375,40.0390625,1.04166666666667,1.00911458333334,15.52734375,5.11067708333334,42.87109375,33.7565104166667,19.8893229166667,10.4817708333333,59.66796875,11.8001302083333,26.8229166666667
110,0.453776041666667,0.367513020833333,0.6572265625,0.0576171875,0.686848958333333,0.321940104166667,0.79296875,0.905598958333333,0.408203125,0.321614583333333,0.7802734375,0.577799479166667,0.380619100037437,0.00266034537592416,10.8723958333333,15.6901041666667,14.2252604166667,5.72916666666667,44.3359375,14.2578125,44.1731770833333,44.43359375,4.23177083333334,14.6158854166667,98.5677083333333,4.1015625,13.6393229166667,14.4856770833333,4.23177083333334,6.31510416666667,14.2903645833333,15.9830729166667,98.7630208333333,18.2942708333333,44.3359375,4.32942708333334,98.6979166666667,14.453125,24.21875,56.4127604166667
